locationName,centerType,address1,address2,city,state,zip,phoneNumber,phoneExtension,websiteUrl,latitude,longitude
Comprehensive Blood & Cancer Center,hospital-based,6501 Truxtun Ave,,Bakersfield,CA,93309,,,https://www.cbccusa.com/,35.361467,-119.074633
Radiology Associates of San Luis Obispo,stand-alone imaging center,1310 Las Tablas Rd,,Templeton,CA,93465,,,https://rasloimaging.com/,35.554835,-120.722861
COMMONSPIRIT HEALTH - FRENCH HOSPITAL MED CTR,stand-alone imaging center,1100 Monterey St,#210,San Luis Obispo,CA,93401,877-421-1270,,https://www.dignityhealth.org/central-coast/locations/frenchhospital/services/sanluisdiagnosticcenter,35.282917,-120.659849
CALIFORNIA PROTONS,stand-alone imaging center,9730 Summer Ridge Rd,,San Diego,CA,92121,858-549-7400,,https://www.californiaprotons.com/?utm_source=yext&utm_medium=referral&utm_campaign=local&st-t=yext,32.893269,-117.17004
UCSD- HEALTH SCIENCES,hospital-based,3960 Health Sciences Dr,,La Jolla,CA,92093,858-246-1515,,https://healthlocations.ucsd.edu/la-jolla/3960-health-sciences-drive,32.879074,-117.220715
UCSD- MEDICAL CENTER DRIVE,hospital-based,9436 Medical Center Dr,,La Jolla,CA,92037,619-543-3405,,https://health.ucsd.edu/about/pages/contactus.aspx,32.876827,-117.225864
RADNET - BEVERLY TOWER ADVANCED IMAGING CENTER,stand-alone imaging center,8750 Wilshire Blvd.,,Beverly Hills,CA,90211,310-445-2940,,https://www.radnet.com/los-angeles/locations/beverly-tower-wilshire-advanced-imaging,34.06637,-118.382808
Beverly Hills Cancer Center,stand-alone imaging center,8900 Wilshire Blvd,200,Beverly Hills,CA,90211,424-252-1625,,https://www.bhcancercenter.com/contact/book-an-appointment/,34.06672,-118.385967
EL CAMINO HOSPITAL,hospital-based,2500 Grant Rd,,Mountain View,CA,94040,650-694-3971,,https://www.elcaminohealth.org/,37.367816,-122.082457
Palo Alto VA Medical Center,hospital-based,3801 Miranda Ave,,Palo Alto,CA,94304,,,,37.405407,-122.140009
Palo Alto Medical Foundation,hospital-based,795 El Camino Real,,Palo Alto,CA,94301,,,https://www.sutterhealth.org/pamf,37.440078,-122.161352
Stanford Neuroscience Health Center,hospital-based,213 Quarry Rd,,Stanford,CA,94305,650 723-6469,,,37.441599,-122.169349
Stanford Healthcare Nuclear Medicine,hospital-based,300 Pasteur Dr Nuclear Medicine,H2200,Stanford,CA,94305,650-723-6855,,https://stanfordhealthcare.org/medical-clinics/nuclear-medicine-molecular-imaging.html?ecid=glocalsearch-ls-google-clinicpage-all-NuclearMedicineandMolecularImaging,37.433075,-122.175049
Sutter home Palo Alto medical foundation,hospital-based,2911 Chanticleer Ave,,Santa Cruz,CA,95065,831 477-2350,,https://jobs.sutterhealth.org/our-locations,36.988267,-121.97837
University of California Irvine Medical Center,hospital-based,101 The City Drive,Bldg 20,Orange,CA,92868,714-456-6150,,https://www.ucihealth.org/,33.787166,-117.888322
RADNET - ORANGE ADVANCED IMAGING,stand-alone imaging center,230 SOUTH MAIN ST,Suite 101,Orange,CA,92868,310-445-2940,,https://www.radnet.com/orange-county/locations/waveimaging-orange,33.785104,-117.867681
PROVIDENCE ST JOSEPH HOSPITAL - ORANGE,hospital-based,1140 W La Veta Ave,,Orange,CA,92868,714-744-8705,,https://www.providence.org/locations/st-joseph-hospital-orange,33.778914,-117.865026
United Medical Imaging of Huntington Beach,hospital-based,16161 Gothard St,,Huntington Beach,CA,92647,,,https://www.umih.com/,33.727448,-118.000585
Tibor Rubin VA Medical Center,hospital-based,5901 East 7th St,,Long Beach,CA,90822,562-826-5565,,https://www.va.gov/long-beach-health-care/locations/tibor-rubin-va-medical-center/,33.777569,-118.118943
Liberty Pacific Long Beach,stand-alone imaging center,2708 Willow St,,Signal Hill,CA,90755,562-216-5120,,,33.803895,-118.159384
HOAG HOSPITAL ADVANCED TECHNOLOGY PAVILLION,hospital-based,One Hoag Dr,BUILDING 47,Newport Beach,CA,92663,949-764-5573,,https://www.hoag.org/,33.624397,-117.929636
Community Hospital of Monterey Peninsula,hospital-based,2 Upper Ragsdale Drive,Building D #100,Monterey,CA,93940,,,https://www.montagehealth.org/care-treatment/radiology-imaging/,36.578659,-121.815202
Five Cities Medical Imaging,hospital-based,921 N Oak Park Blvd,#102,Pismo Beach,CA,93449,,,https://rasloimaging.com/,35.136005,-120.605202
Marian Medical Center,hospital-based,1325 E Church St,,Santa Maria,CA,93454,805 219-4673,,https://locations.dignityhealth.org/mission-hope-cancer-center-santa-maria?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CentralCoast&utm_te,34.952415,-120.415147
Lompoc Valley Medical Center,hospital-based,1515 E Ocean Ave,,Lompoc,CA,93436,805 737-3300,,https://www.lompocvmc.com/locations/lompoc-valley-medical-center/,34.641138,-120.439519
RIDLEY-TREE CANCER CENTER/CANCER CENTER OF SANTA BARBARA,hospital-based,300 W. Pueblo St.,,Santa Barbara,CA,93105,805-563-5870,,https://www.ridleytreecc.org/cancer-center/locations/location/details/cancer-center-of-santa-barbara-300-west-pueblo-st,34.430674,-119.721977
Harbor-UCLA Medical Center,hospital-based,1000 W Carson St,,Torrance,CA,90502,310 222-2345,,https://dhs.lacounty.gov/harbor-ucla-medical-center/,33.830459,-118.292219
GROSSMAN IMAGING CENTER - VENTURA,stand-alone imaging center,2900 Loma Vista Rd,Suite 101,Ventura,CA,93003,805-988-0616,,https://www.grossmanimaging.com/,34.275315,-119.25673
PALMS IMAGING CENTER,stand-alone imaging center,1901 Outlet Center Dr,#120,Oxnard,CA,93036,805-604-9500,,http://www.palmsimaging.com/,34.220037,-119.149558
Torrance Medical Memorial,stand-alone imaging center,3275 Skypark Dr,,Torrance,CA,90505,,,https://www.torrancememorial.org/medical-services/radiology-imaging/,33.808663,-118.342999
PROVIDENCE OUTPATIENT IMAGING - TORRANCE,stand-alone imaging center,5215 Torrance Blvd,Suite 110,Torrance,CA,90503,310-303-6500,,https://www.providence.org/locations/outpatient-imaging-center-torrance?y_source=1_OTU3NjAxNC03MTUtbG9jYXRpb24uZ29vZ2xlX3dlYnNpdGVfb3ZlcnJpZGU%3D#llaid=6045,33.838723,-118.369387
Inglewood Imaging  Center,stand-alone imaging center,211 N Prairie Ave,,Inglewood,CA,90301,,,https://inglewoodimaging.com/,33.964867,-118.344414
Inglewood Imaging Center,hospital-based,211 North Prairie,Suite E,Inglewood,CA,90301,310 672-9729,,https://www.radnet.com/los-angeles/locations/inglewood-advanced-imaging,33.964867,-118.344414
Cedar Sinai Tower Hematology and Oncology,stand-alone imaging center,9090 Wilshire Blvd,200,Beverly Hills,CA,90211,310-888-8680,,https://www.cedars-sinai.org/locations/tower-hematology-oncology-medical-group-167.html,34.066642,-118.389381
Cedars-Sinai Tower Hematology Oncology,hospital-based,9090 Wilshire Blvd,#300,Beverly Hills,CA,90211,,,https://www.cedars-sinai.org/programs/cancer/tower-hematology-oncology.html,34.066642,-118.389381
Scripps Center for Integrative Medicine,stand-alone imaging center,10820 N. Torrey Pines Rd,,La Jolla,CA,92037,858-554-3336,,https://campaigns.scripps.org/locations/specialty-centers/scripps-shiley-pavilion/scripps-center-for-integrative-medicine?source_id=8492&utm_campaign=,32.900509,-117.243085
GROSSMAN IMAGING CENTER-OXNARD,stand-alone imaging center,2151  East Gozales,Suite 101,Oxnard,CA,93036,805-988-0616,,https://www.grossmanimaging.com/,34.219438,-119.149876
UCHealth Radiation Oncology - Memorial Hospital Ce,hospital-based,525 Bob Peters Grove Memorial Medical Building,,Colorado Springs,CO,80909,,,,38.841239,-104.799718
RMCC Colorado Springs,hospital-based,3027 N Circle Dr,Suite 120,Colorado Springs,CO,80909,719 577-2550,,,38.874399,-104.793574
Rocky Mountain Cancer Centers - Colorado Springs,hospital-based,"2312 N. Nevada Ave., ",Suite 400,Colorado Springs,CO,80907,779-227-4864,,https://www.rockymountaincancercenters.com/locations/colorado-springs-penrose,38.86599,-104.820543
UCHealth Memorial Hospital North,hospital-based,4050 Briargate Pkwy,,Colorado Springs,CO,80920,,,,38.967042,-104.75492
UCHealth Memorial Hospital North,hospital-based,"4050 Briargate Pkwy, ",,Colorado Springs,CO,80920,719 364-5000,,https://www.uchealth.org/locations/uchealth-memorial-hospital-north/,38.967042,-104.75492
Parker Adventist Hospital,hospital-based,9395 Crown Crest Blvd,,Parker,CO,80138,,,,39.548377,-104.770507
Centura Parker Adventist Hospital,hospital-based,9395 Crown Crest Blvd,,Parker,CO,80138,303 269-4000,,,39.548377,-104.770507
Rocky Mountain Cancer Center - Lone Tree,stand-alone imaging center,10107 Ridgegate Pkwy,Suite 200,Lone tree,CO,80124,779-227-4864,,https://www.rockymountaincancercenters.com/locations/lone-tree-skyridge?utm_source=local-listings&utm_medium=google&utm_campaign=Rio-Listings,39.529995,-104.870321
Highlands Ranch Hospital,hospital-based,1500 Park Central Dr,,Highlands Ranch,CO,80129,720 516-1000,,https://www.uchealth.org/locations/uchealth-highlands-ranch-hospital/,39.552099,-105.005246
University of Colorado Hospital,hospital-based,1635 Aurora Ct,,Aurora,CO,80045,,,https://www.uchealth.org/locations/uchealth-anschutz-outpatient-pavilion/,39.742118,-104.840177
UCHealth Anschutz Outpatient Pavilion - Anschutz M,hospital-based,1635 Aurora Ct  OP 1406,,Aurora,CO,80045,720 848-0000,,,39.742118,-104.840177
Banner Imaging Greeley,stand-alone imaging center,2001 70th Ave,Suite 102,Greeley,CO,80634,970 810-6070,,https://www.bannerhealth.com/locations/greeley/banner-imaging-70th?y_source=1_MTYyMzUyMDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3d,40.406533,-104.793528
UCHealth Imaging - Cherry Creek,stand-alone imaging center,100 Cook St,,Denver,CO,80206,,,,39.718194,-104.947145
Rocky Mountain Cancer Center - Midtown,hospital-based,1800 North Williams St,Suite 100,Denver,CO,80218,779-227-4864,,https://www.rockymountaincancercenters.com/locations/denver-midtown,39.74519,-104.965627
Saint Joseph Hospital,hospital-based,1375 E 19th Ave,,Denver,CO,80218,303 812-2000,,,39.7463,-104.971843
PET Imaging of Northern Colorado,stand-alone imaging center,1915 Wilmington Dr,Suite 101,Fort Collins,CO,80528,970-204-0202,,https://petimaging.us/,40.519538,-105.042728
UNITY/US ONCOLOGY - UCHealth Longs Peak Hospital,hospital-based,1760 E KEN PRATT BLVD,,LONGMONT,CO,80504,720 718-7000,,,40.1623,-105.056563
Community Hospital Grand Junction,hospital-based,2351 G Rd,,Grand Junction,CO,81505,,,https://yourcommunityhospital.com/,39.105115,-108.615113
Good Samaritan Medical Center,hospital-based,340 Exempla Cir,,Lafayette,CO,80026,303 673-1600,,https://www.sclhealth.org/locations/cancer-centers-of-colorado/?y_source=1_MTQ4NjY0MDEtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,39.96944,-105.088173
Rocky Mountain Cancer Center - Boulder,hospital-based,4715 Arapahoe Ave,100,Boulder,CO,80303,779-227-4864,,https://www.rockymountaincancercenters.com/locations/boulder,40.015168,-105.236897
St Mary's Medical Center,hospital-based,635 N 7th St,,Grand Junction,CO,81501,970 298-2273,,,39.073099,-108.561462
Valley View Hospital,hospital-based,1906 Blake Ave,,Gleenwood Spring,CO,81601,,,,39.532654,-107.321862
Touchstone Imaging PET at Red Rocks,stand-alone imaging center,400 Indiana St,,Golden,CO,80401,720 779-3200,,,39.722308,-105.163555
St. Anthony's Outpatient Imaging Center,hospital-based,"11700 W 2nd Pl, , CO ",,Lakewood,CO,80228,720 321-0000,,https://www.centura.org/location/st-anthony-hospital?utm_source=yext&utm_medium=organic_google&utm_term=3818557065890446230&utm_content=facilities_lan,39.715489,-105.130116
Centura Littleton Adventist Hospital,hospital-based,7700 S Broadway,,Littleton,CO,80122,303 730-8900,,https://www.centura.org/location/littleton-adventist-hospital?utm_source=yext&utm_medium=organic&utm_campaign=location&utm_term=LITTLETON_ADVENTIST_HO,39.576329,-104.986165
Centura Health Physician Group CHPG Primary Care,hospital-based,950 E Harvard Ave,,Denver,CO,80210,,,,39.670442,-104.976444
Centura Porter Adventist Hospital,hospital-based,2525 S DOWNING ST,,Denver,CO,80210,303 778-1955,,,39.67057,-104.974572
Backus Hospital,hospital-based,326 Washington St,,Norwich,CT,6360,,,https://backushospital.org/,41.542541,-72.088877
HARTFORD HOSPITAL,hospital-based,80 Seymour St,,Hartford,CT,6103,860-972-2831,,https://hartfordhospital.org/,41.754286,-72.679846
Saint Francis Hospital,hospital-based,114 Woodland St,,Hartford,CT,6105,,,,41.773633,-72.69995
"Middlesex Health Outpatient Center, Middletown",hospital-based,534 Saybrook Rd,,Middletown,CT,6457,,,https://middlesexhealth.org/location-finder/middlesex-health-outpatient-center-middletown,41.541844,-72.620735
THE HOSPITAL OF CENTRAL CONNECTICUT,hospital-based,201 North Mountain Rd,,Plainville,CT,6062,860-224-5900,4749,https://thocc.org/locations/cancer-center,41.674784,-72.822354
LAWRENCE AND MEMORIAL HOSPITAL,hospital-based,196 Waterford Prkwy South,Suite 102,Waterbury,CT,6385,866-245-5995,,https://www.lmhospital.org/,41.366252,-72.162068
MID STATE MEDICAL CENTER,hospital-based,435 Lewis Ave,,Meriden,CT,6451,203-694-5928,,https://midstatemedical.org/,41.549306,-72.801145
THE HAROLD LEEVER REGIONAL CANCER CENTER,stand-alone imaging center,1075 Chase Prkwy,,Waterbury,CT,6708,203-575-5501,,https://www.leevercancercenter.org/,41.541517,-73.080317
YALE NEW HAVEN HOSPITAL,hospital-based,20 York St,,New Haven,CT,6510,203-200-5119,,https://www.ynhh.org/,41.303767,-72.935503
VA CONNECTICUT HEALTH CARE SYSTEM,hospital-based,950 Campbell Ave,,West Haven,CT,6516,203-932-5711,3866,https://www.va.gov/connecticut-health-care/,41.2844,-72.95761
Danbury Hospital - Main,hospital-based,111 Osborne St,,Danbury,CT,6810,,,https://www.nuvancehealth.org/locations/diagnostic-imaging-and-radiology-danbury-hospital-medical-arts-center,41.404639,-73.442237
Danbury Hospital,stand-alone imaging center,111 Osborne St,#3,Danbury,CT,6810,203 739-4999,,,41.404639,-73.442237
Stamford Health Tully Health Center,hospital-based,32 Strawberry Hill Ct,,Stamford,CT,6902,,,https://www.stamfordhealth.org/locations/locations-profile/tully-health-center/?utm_source=google&utm_medium=organic&utm_campaign=Yext,41.064637,-73.536084
Greenwich Hospital,hospital-based,5 Perryridge Rd,,Greenwich,CT,6830,203 863-3000,,,41.034548,-73.630257
Norwalk Radiology Consultants,hospital-based,148 East Ave Suite,,Norwalk,CT,6851,203 276-4311,,,41.110028,-73.409396
SAINT VINCENT'S MEDICAL CENTER,hospital-based,2800 Main St,,Brudgeport,CT,6606,475.210.5083,,https://stvincents.org/,41.200421,-73.202329
Washington DC VA Medical Center,hospital-based,50 Irving St NW,,Washington DC,DC,20422,202 745-8000,,,38.928606,-77.010565
MEDSTAR @ WASHINGTON HOSPITAL CENTER,hospital-based,110  Irving St,,Washington,DC,20010,202-877-9296,,https://www.medstarhealth.org/services/the-burn-center,38.929225,-77.014498
MEDSTAR AT GEORGETOWN MEDICAL CENTER,hospital-based,3800 Reservoir Rd,,Washington,DC,20007,202-444-3400,5,https://www.medstarhealth.org/,38.9114,-77.075359
SIBLEY MEMORIAL HOSPITAL,hospital-based,5255 Loughboro Rd,,NW Washington,DC,20016,202-537-4795,,https://www.hopkinsmedicine.org/sibley-memorial-hospital/?utm_source=Google&utm_medium=Organic&utm_campaign=Yext&utm_content=FAD&utm_keyword=SMH,38.936711,-77.108596
Beebe Healthcare,hospital-based,18941 John J Williams Hwy Rt. 24,,Rehoboth Beach,DE,19971,302 645-3010,,https://www.beebehealthcare.org/locations,38.725428,-75.138076
Bay Health Medical Center,hospital-based,540 S Governors Ave,,Dover,DE,19901,,,https://www.bayhealth.org/,39.15348,-75.525881
Christiana Care Health System,stand-alone imaging center,4755 Ogletown Stanton Rd,,Newark,DE,19711,,,https://christianacare.org/,39.686185,-75.671855
Woodlands Radiation Oncology,hospital-based,4724 N Davis Hwy,,Pensacola,FL,32503,,,,30.466005,-87.223186
PET/CT Imaging Center of NorthWest Florida,stand-alone imaging center,1549 N 9th Ave,Suite 124,Pensacola,FL,32504,850-478-6336,,http://www.pensacolapetct.com/,30.428398,-87.208595
3T Radiology,hospital-based,300 West 41st Street,,Miami Beach,FL,33140,305-532-7460,,https://www.3tradiology.com/,25.813435,-80.127242
UNIVERSITY OF MIAMI SYLVESTER CANCER CENTER,hospital-based,1475 NW 12th Ave C146,,Miami,FL,33136,305-243-5512,,https://umiamihealth.org/sylvester-comprehensive-cancer-center,25.788384,-80.214485
Unique Imaging,stand-alone imaging center,18851 NE 29th Ave,Suite 103,Aventura,FL,33180,305-890-1839,,https://www.uniqueimaging.com,25.950128,-80.141724
Akumin Aventura View,stand-alone imaging center,2999 NE 191st St,Suite 103,Aventura,FL,33180,305 692-2222,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTgzMzIzOTctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,25.952688,-80.141724
3T Radiology Aventura,stand-alone imaging center,20803 Biscayne Blvd,Suite 103,Aventura,FL,33180,786-665-8008,,https://www.3tradiology.com/,25.968508,-80.14312
National P.E.T Scan Dade,stand-alone imaging center,7867 N Kendall Dr,Suite #121,Miami,FL,33156,305-455-3000,,,25.688855,-80.320604
"BAPTIST HOSPITAL OF MIAMI, MIAMI CANCER INSTITUTE",hospital-based,8900 N Kendall Dr Diagnostic Imaging,,Miami,FL,33176,786-596-9596,,https://baptisthealth.net/locations/diagnostic-imaging/kendall-baptist-hospital-diagnostic-imaging,25.686708,-80.336803
PET IMAGING INSTITUTE OF SOUTH FLORIDA - HOLLYWOOD,stand-alone imaging center,1150 N 35th Ave,Suite 665,Hollywood,FL,33021,954-686-6582,,https://www.petimagingflorida.com/hollywood/,26.02034,-80.179224
Akumin Hollywood Hills,stand-alone imaging center,3800 Johnson St,Suite B,Hollywood,FL,33021,954 964-3800,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE0OTQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,26.017935,-80.181491
PET IMAGING INSTITUTE OF SOUTH FLORIDA - FORT LAUD,stand-alone imaging center,2122 W Cypress Creek Rd,Suite 210,Ft  Lauderdale,FL,33309,954-981-6668,,https://www.petimagingflorida.com/fort-lauderdale/,26.201761,-80.171911
Ackerman Cancer Center Amelia Island,hospital-based,1340 S 18th St,,Fernandina Beach,FL,32034,,,,30.652066,-81.449142
UF Health Shands Healthcare,hospital-based,1549 Gale Lemerand Dr,,Gainesville,FL,32610,,,https://ufhealth.org/,29.63752,-82.349729
UNITY/US ONCOLOGY - OCALA ONCOLOGY,hospital-based,3130 SW 32nd Ave,,OCALA,FL,34474,352 732-4032,,,29.155629,-82.174727
GENESIS CARE ORANGE PARK,stand-alone imaging center,2161 Kingsley Ave,#100,Orange Park,FL,32073,904-276-2303,,https://www.genesiscare.com/us/our-locations/orange-park-jr2/,30.165144,-81.74238
Akumin Orange Park,stand-alone imaging center,2020 Professional Center Dr,32073,Orange Park,FL,32073,904 272-2800,,https://akumin.com/?utm_source=Google&utm_medium=Yext&y_source=1_MTg1MDE0ODQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,30.165789,-81.740542
